ID,Item_Outlet_Sales
FDT39OUT018,2311.543634234235
FDK60OUT017,1544.4907649635038
FDZ25OUT017,2642.5602000000013
FDG12OUT046,2060.0330992805743
DRB01OUT019,467.82347027027004
NCC43OUT027,5626.34512110601
FDX13OUT019,585.979170967742
FDM22OUT049,827.9193009009009
FDJ03OUT027,1037.4527686746987
FDU14OUT018,3439.955569999999
FDB33OUT010,409.5740035714286
FDP27OUT046,3684.315266666667
FDO38OUT010,210.78309655172413
FDE28OUT027,5626.34512110601
FDO27OUT035,1764.1392772277227
DRL23OUT027,2787.0387999999994
FDS28OUT046,943.9351288135591
FDX24OUT013,1258.2346295652171
FDZ02OUT035,1764.1392772277227
FDL46OUT045,1856.3803121951223
FDS60OUT027,4815.193638461539
NCO06OUT017,572.3860157303371
FDO16OUT035,1514.753994936709
FDC60OUT049,1407.65785882353
FDA48OUT018,3158.269857142857
FDZ36OUT027,5333.3477462962965
FDK27OUT045,2060.0330992805743
FDW23OUT018,504.65910649350656
FDM14OUT018,1500.4870792452832
FDM14OUT013,1699.860032727272
FDW60OUT018,2548.414092537312
FDE21OUT013,2063.71607927928
NCM42OUT035,1699.860032727272
FDY59OUT010,210.78309655172413
DRI49OUT049,1407.65785882353
FDT28OUT019,378.65671181102374
FDQ22OUT018,504.65910649350656
FDR60OUT049,1407.65785882353
FDC50OUT019,210.78309655172413
FDV24OUT013,2311.543634234235
DRF48OUT010,521.4591517241378
FDQ47OUT046,627.2354805194802
DRN36OUT049,1544.4907649635038
NCY06OUT035,2107.6020054545447
FDE52OUT035,1351.9043193798443
NCB54OUT045,1869.7676883720928
NCF31OUT035,2311.543634234235
FDJ08OUT027,5333.3477462962965
NCC07OUT017,1662.9490776470589
NCD19OUT027,1659.8584228571428
FDL46OUT049,2063.71607927928
FDM20OUT045,4013.964868055558
NCI06OUT010,467.82347027027004
DRM11OUT035,4055.2062181818183
NCH07OUT018,2555.2072400000006
FDS23OUT013,1869.7676883720928
FDO49OUT018,504.65910649350656
FDS35OUT049,893.7333893805309
DRK39OUT045,1436.6704378378374
DRI39OUT049,704.8710926829269
FDV04OUT017,2597.7930761904763
NCN14OUT035,2874.5142196428574
FDH08OUT013,4138.302410593348
FDS20OUT046,2874.5142196428574
FDV40OUT049,1152.4914775000002
FDZ48OUT010,246.95041418439726
FDS24OUT027,2459.110745323742
FDK44OUT049,2678.061158490566
FDS48OUT045,2486.5657259259247
FDK26OUT010,467.82347027027004
FDD23OUT045,3836.8151714285723
NCH54OUT017,2642.5602000000013
NCP14OUT010,246.95041418439726
FDM60OUT010,89.83445208333332
FDV24OUT017,2311.543634234235
FDH08OUT018,3439.955569999999
FDS12OUT027,3474.504146774193
FDR39OUT027,4815.193638461539
FDP12OUT027,1037.4527686746987
DRF60OUT027,5626.34512110601
FDC09OUT035,1743.63033
FDF50OUT018,3158.269857142857
FDG28OUT035,4270.472904761905
NCE19OUT017,943.9351288135591
NCM53OUT010,246.95041418439726
NCN18OUT049,1715.9242894736844
FDF32OUT035,2979.2655030769233
FDF11OUT013,4138.302410593348
DRI59OUT049,4013.964868055558
NCG54OUT035,3082.334970833334
FDM44OUT046,1743.63033
FDT57OUT018,3439.955569999999
FDV24OUT046,2164.945795833334
FDI50OUT019,585.979170967742
FDS09OUT035,827.9193009009009
NCC31OUT027,4203.279433009711
FDQ07OUT019,528.066828282828
FDC22OUT017,3684.315266666667
FDZ56OUT046,3082.334970833334
FDZ40OUT019,162.96564666666666
FDS46OUT027,3474.504146774193
DRD24OUT045,2214.010601652892
FDV45OUT017,2979.2655030769233
FDL26OUT045,2486.5657259259247
FDA56OUT018,1771.1123971830991
FDN27OUT046,2063.71607927928
FDM20OUT049,4013.964868055558
FDO16OUT017,1258.2346295652171
FDL03OUT035,2841.6705847826083
FDE58OUT046,1856.3803121951223
FDI02OUT027,3029.534256666666
NCC55OUT019,89.83445208333332
FDR03OUT018,3192.3530135593214
FDB14OUT017,1407.65785882353
FDR45OUT013,4138.302410593348
NCN07OUT017,2107.6020054545447
FDM51OUT019,285.70951908396955
FDT52OUT027,5626.34512110601
FDL26OUT046,2738.246456756756
NCZ42OUT046,3571.4444120000007
DRI47OUT019,378.65671181102374
FDW40OUT013,2214.010601652892
FDN34OUT046,3082.334970833334
FDS01OUT035,2874.5142196428574
NCG55OUT045,2063.71607927928
FDC11OUT035,1351.9043193798443
FDX35OUT018,3439.955569999999
NCB06OUT046,2787.4382800000003
FDR09OUT019,585.979170967742
FDC53OUT017,1593.5841804878046
FDY45OUT013,4138.302410593348
FDA22OUT010,521.4591517241378
FDE02OUT035,1764.1392772277227
FDW21OUT045,1593.5841804878046
FDV34OUT046,1152.4914775000002
FDS59OUT049,1699.860032727272
NCW17OUT017,2107.6020054545447
NCK54OUT046,2063.71607927928
FDG17OUT019,585.979170967742
FDG35OUT017,2642.5602000000013
FDD08OUT010,89.83445208333332
NCO07OUT017,3777.4163000000003
FDJ10OUT010,246.95041418439726
FDW36OUT017,1764.1392772277227
FDW21OUT010,246.95041418439726
FDY19OUT017,2063.71607927928
DRE03OUT013,659.2096203124997
NCC55OUT049,572.3860157303371
FDH52OUT010,158.09051111111114
FDO09OUT017,3947.3864092592594
FDU43OUT045,4270.472904761905
FDX09OUT010,409.5740035714286
FDH40OUT019,210.78309655172413
FDW58OUT017,1593.5841804878046
FDC47OUT017,3947.3864092592594
NCR41OUT035,1764.1392772277227
DRG49OUT035,4270.472904761905
FDC52OUT027,3657.667414285714
FDY13OUT046,1152.4914775000002
FDY35OUT013,733.7115999999999
FDI35OUT017,3838.1343652173914
NCU18OUT049,2214.010601652892
FDY33OUT018,2486.5657259259247
FDC15OUT027,4203.279433009711
FDU01OUT049,2841.6705847826083
NCU42OUT046,3082.334970833334
NCV29OUT018,2548.414092537312
NCY30OUT017,3350.7782671755726
FDQ46OUT049,1715.9242894736844
FDG58OUT027,4203.279433009711
FDK33OUT017,3804.62725652174
NCD07OUT045,1856.3803121951223
NCX29OUT027,3474.504146774193
NCT42OUT013,2311.543634234235
DRN59OUT035,733.7115999999999
FDI44OUT035,1351.9043193798443
FDA45OUT049,2719.8978503937
FDP31OUT045,893.7333893805309
FDY01OUT046,2106.4993655172416
FDT09OUT018,1771.1123971830991
DRH03OUT027,2459.110745323742
FDA36OUT018,2783.513230476191
NCF31OUT017,2311.543634234235
FDG14OUT049,2164.945795833334
FDG28OUT027,5626.34512110601
FDU14OUT049,4013.964868055558
FDY47OUT019,285.70951908396955
FDI56OUT049,1407.65785882353
DRD01OUT013,727.6142736842104
FDM22OUT046,827.9193009009009
FDH33OUT013,710.4973733333334
DRZ24OUT013,1732.956345454545
NCQ38OUT046,1743.63033
FDO16OUT027,2459.110745323742
FDU07OUT027,3657.667414285714
NCB07OUT013,3158.269857142857
FDU48OUT045,2107.6020054545447
NCM43OUT045,2787.4382800000003
FDR31OUT010,246.95041418439726
DRK49OUT018,504.65910649350656
NCI30OUT010,585.979170967742
DRD60OUT017,3350.7782671755726
NCG19OUT046,3641.1101605633803
FDH12OUT035,1764.1392772277227
FDM32OUT035,1351.9043193798443
FDM27OUT035,2555.2072400000006
NCU53OUT027,4203.279433009711
NCQ18OUT046,1593.5841804878046
FDS10OUT013,3350.7782671755726
FDB33OUT027,4203.279433009711
FDI12OUT013,1407.65785882353
NCW42OUT013,3192.3530135593214
NCC06OUT018,1771.1123971830991
FDW02OUT017,1869.7676883720928
NCD43OUT017,1662.9490776470589
FDM57OUT018,1193.1402319999997
FDA58OUT017,3947.3864092592594
FDK56OUT046,2874.5142196428574
FDP52OUT045,4013.964868055558
FDW20OUT018,1771.1123971830991
FDS52OUT049,1544.4907649635038
NCT29OUT018,1771.1123971830991
NCL54OUT013,2719.8978503937
FDC05OUT045,2979.2655030769233
FDF34OUT035,2979.2655030769233
FDP03OUT027,3474.504146774193
FDD32OUT010,210.78309655172413
FDZ10OUT045,2107.6020054545447
FDZ40OUT035,827.9193009009009
FDD51OUT018,504.65910649350656
NCY30OUT019,467.82347027027004
FDP58OUT017,3804.62725652174
FDV49OUT017,4256.93497142857
FDY24OUT019,162.96564666666666
NCO55OUT017,1743.63033
FDR13OUT017,2063.71607927928
FDS51OUT017,1116.2321944444445
FDP26OUT045,1764.1392772277227
NCB54OUT027,3474.504146774193
FDF32OUT017,2979.2655030769233
FDN31OUT018,2783.513230476191
DRM48OUT017,572.3860157303371
FDN20OUT049,3082.334970833334
DRL01OUT046,3571.4444120000007
FDV56OUT049,1662.9490776470589
DRH13OUT027,3029.534256666666
FDA03OUT017,2606.5684826446277
FDF47OUT027,5460.696731707317
FDX32OUT046,2389.5562000000004
FDX57OUT049,1544.4907649635038
NCA30OUT045,2841.6705847826083
FDO49OUT013,733.7115999999999
FDL04OUT019,285.70951908396955
DRM48OUT035,572.3860157303371
FDR16OUT013,3158.269857142857
NCC19OUT018,3158.269857142857
NCE42OUT045,4013.964868055558
FDY24OUT017,827.9193009009009
FDH19OUT049,2719.8978503937
FDJ46OUT013,2449.6058116666673
FDN45OUT010,585.979170967742
FDY08OUT035,2214.010601652892
FDZ37OUT035,1514.753994936709
NCT30OUT045,760.5059902439026
DRY23OUT018,504.65910649350656
NCZ30OUT018,1771.1123971830991
FDC44OUT018,1500.4870792452832
FDB45OUT035,1743.63033
FDY04OUT013,2449.6058116666673
FDM27OUT046,2555.2072400000006
FDZ43OUT017,4270.472904761905
FDT39OUT019,378.65671181102374
NCC06OUT019,285.70951908396955
FDL15OUT027,3657.667414285714
FDL57OUT017,4270.472904761905
FDU08OUT046,1743.63033
FDK40OUT017,4256.93497142857
FDQ12OUT010,585.979170967742
FDS48OUT017,2738.246456756756
FDP09OUT045,3804.62725652174
FDW21OUT049,1544.4907649635038
FDY25OUT035,2874.5142196428574
DRE13OUT017,1514.753994936709
FDV43OUT019,89.83445208333332
FDD22OUT045,1715.9242894736844
FDM46OUT019,210.78309655172413
NCO30OUT010,467.82347027027004
FDM25OUT046,3082.334970833334
NCN41OUT049,2060.0330992805743
FDU24OUT045,1407.65785882353
FDZ50OUT046,2874.5142196428574
FDP45OUT013,4138.302410593348
NCM54OUT045,2107.6020054545447
FDW10OUT019,409.5740035714286
FDP20OUT017,2107.6020054545447
FDK32OUT046,2738.246456756756
FDN52OUT049,1407.65785882353
FDM58OUT045,1715.9242894736844
FDZ46OUT027,3029.534256666666
NCA18OUT018,1771.1123971830991
FDD35OUT046,2060.0330992805743
NCK31OUT035,827.9193009009009
FDI40OUT027,2459.110745323742
FDT50OUT019,285.70951908396955
NCT06OUT046,2787.4382800000003
FDT31OUT035,2841.6705847826083
FDT45OUT049,827.9193009009009
FDT13OUT045,2979.2655030769233
FDO50OUT045,1407.65785882353
NCU18OUT010,246.95041418439726
NCR54OUT049,3321.7858611764714
NCO18OUT018,2548.414092537312
FDU09OUT045,943.9351288135591
FDT13OUT018,2783.513230476191
FDE09OUT046,1715.9242894736844
NCK53OUT019,285.70951908396955
FDG45OUT049,3482.734311475409
DRH15OUT035,760.5059902439026
FDO21OUT019,585.979170967742
FDD14OUT027,5333.3477462962965
FDC09OUT046,1743.63033
FDH45OUT027,1037.4527686746987
FDV32OUT046,1116.2321944444445
FDG12OUT035,1732.956345454545
FDS32OUT013,2214.010601652892
NCL55OUT018,3439.955569999999
DRE01OUT035,3947.3864092592594
DRE15OUT049,1258.2346295652171
NCL42OUT045,4013.964868055558
FDP31OUT013,893.7333893805309
FDN33OUT018,1193.1402319999997
FDZ59OUT046,2787.4382800000003
FDE45OUT010,467.82347027027004
FDJ07OUT013,1732.956345454545
FDQ45OUT018,2548.414092537312
FDM33OUT027,5460.696731707317
FDO15OUT010,210.78309655172413
FDM46OUT013,1407.65785882353
FDR03OUT045,3777.4163000000003
FDY49OUT018,2449.6058116666673
FDQ60OUT045,1732.956345454545
FDW10OUT049,2719.8978503937
FDO51OUT049,760.5059902439026
FDJ40OUT018,1500.4870792452832
FDS20OUT018,2548.414092537312
FDU45OUT013,1715.9242894736844
FDV02OUT035,3082.334970833334
FDN09OUT046,3571.4444120000007
NCM55OUT027,5333.3477462962965
FDN23OUT018,1771.1123971830991
FDY31OUT010,246.95041418439726
FDW03OUT010,246.95041418439726
FDD14OUT046,2874.5142196428574
FDV23OUT017,2107.6020054545447
DRI03OUT045,2719.8978503937
FDN13OUT035,1773.1873513513515
FDF45OUT027,1731.3603368421054
FDU46OUT035,1351.9043193798443
FDB57OUT049,3482.734311475409
FDV12OUT049,1544.4907649635038
FDQ58OUT013,2311.543634234235
NCA18OUT017,1856.3803121951223
FDH52OUT049,893.7333893805309
FDM24OUT018,2311.543634234235
NCP43OUT027,4815.193638461539
NCO18OUT019,378.65671181102374
FDM32OUT017,1351.9043193798443
NCL07OUT017,572.3860157303371
FDK03OUT013,4138.302410593348
FDP59OUT017,1773.1873513513515
FDQ24OUT049,4013.964868055558
FDQ16OUT018,1500.4870792452832
FDU44OUT013,2449.6058116666673
FDH28OUT010,89.83445208333332
FDV28OUT019,89.83445208333332
FDM22OUT045,827.9193009009009
FDR56OUT046,3321.7858611764714
FDV39OUT049,3321.7858611764714
FDU37OUT019,210.78309655172413
FDQ11OUT010,585.979170967742
FDX02OUT045,3804.62725652174
NCS42OUT018,1193.1402319999997
FDY57OUT027,2459.110745323742
FDB21OUT049,3641.1101605633803
FDE28OUT017,3947.3864092592594
FDQ55OUT017,2063.71607927928
FDA48OUT049,3482.734311475409
FDZ19OUT045,3082.334970833334
NCC43OUT045,3947.3864092592594
NCV18OUT046,1514.753994936709
NCA42OUT018,2597.7930761904763
FDY45OUT046,3571.4444120000007
NCC30OUT045,2874.5142196428574
FDM57OUT013,1407.65785882353
FDL09OUT010,332.52367826086964
FDB09OUT027,3474.504146774193
FDT44OUT035,1856.3803121951223
NCT06OUT027,4203.279433009711
FDX26OUT049,3350.7782671755726
FDK32OUT013,2486.5657259259247
DRA12OUT046,2214.010601652892
FDO46OUT010,467.82347027027004
FDE52OUT013,1258.2346295652171
NCH42OUT045,4013.964868055558
FDV08OUT035,760.5059902439026
FDB47OUT018,3192.3530135593214
FDC28OUT010,246.95041418439726
FDD22OUT046,1856.3803121951223
FDS07OUT027,3029.534256666666
DRI13OUT045,3804.62725652174
FDG32OUT018,3158.269857142857
FDU14OUT017,4256.93497142857
FDD28OUT019,162.96564666666666
NCP41OUT017,1699.860032727272
FDS08OUT049,2719.8978503937
FDX47OUT045,2311.543634234235
FDC53OUT019,285.70951908396955
FDQ19OUT035,4013.964868055558
FDL14OUT045,2311.543634234235
FDM33OUT019,528.066828282828
FDA51OUT045,2106.4993655172416
FDZ27OUT018,504.65910649350656
FDT04OUT046,659.2096203124997
DRC13OUT049,2190.4649282051287
FDR16OUT027,5460.696731707317
FDQ03OUT027,5626.34512110601
FDE38OUT035,2787.4382800000003
DRH23OUT027,1659.8584228571428
FDT11OUT019,467.82347027027004
FDD09OUT035,2874.5142196428574
FDR40OUT045,1514.753994936709
FDX07OUT017,2874.5142196428574
FDR07OUT035,1743.63033
FDA51OUT017,2106.4993655172416
FDT59OUT019,585.979170967742
FDF20OUT017,2979.2655030769233
FDR13OUT045,2063.71607927928
FDY26OUT049,2841.6705847826083
FDW04OUT017,2107.6020054545447
FDK52OUT017,3947.3864092592594
FDN60OUT049,2486.5657259259247
FDM09OUT019,409.5740035714286
FDP46OUT049,1407.65785882353
FDB50OUT019,210.78309655172413
NCQ29OUT049,3641.1101605633803
FDP16OUT027,5626.34512110601
FDX33OUT018,2859.389066666667
FDP07OUT010,528.066828282828
FDN22OUT046,3641.1101605633803
FDF39OUT049,4013.964868055558
FDS21OUT017,893.7333893805309
NCM42OUT013,1662.9490776470589
FDK50OUT019,378.65671181102374
DRF13OUT027,3474.504146774193
FDH35OUT018,2449.6058116666673
FDP60OUT018,1355.603842105263
DRJ49OUT027,3474.504146774193
NCT42OUT019,378.65671181102374
FDE38OUT049,2787.4382800000003
FDI04OUT049,3321.7858611764714
NCH54OUT045,2555.2072400000006
FDT56OUT049,893.7333893805309
DRD15OUT018,3439.955569999999
FDV58OUT013,2783.513230476191
FDP21OUT049,3321.7858611764714
FDH05OUT013,4138.302410593348
FDR10OUT027,4203.279433009711
NCP06OUT045,2486.5657259259247
FDF33OUT049,1773.1873513513515
DRK37OUT013,2783.513230476191
DRH49OUT045,1258.2346295652171
FDT58OUT013,2449.6058116666673
FDD41OUT018,1355.603842105263
FDP40OUT018,1500.4870792452832
FDM51OUT027,2787.0387999999994
FDO45OUT010,210.78309655172413
FDW33OUT010,246.95041418439726
FDY24OUT045,827.9193009009009
FDB10OUT010,585.979170967742
FDM40OUT035,2214.010601652892
NCI06OUT017,2874.5142196428574
FDW12OUT019,285.70951908396955
FDX48OUT027,4203.279433009711
NCW05OUT027,2459.110745323742
FDX27OUT017,1544.4907649635038
DRM37OUT045,2979.2655030769233
FDA38OUT045,4013.964868055558
FDR36OUT046,760.5059902439026
FDZ45OUT046,3321.7858611764714
FDG05OUT017,2597.7930761904763
FDK28OUT013,4138.302410593348
FDV47OUT045,1436.6704378378374
FDN21OUT045,2787.4382800000003
FDP20OUT027,3474.504146774193
FDI35OUT045,3838.1343652173914
DRY23OUT013,760.5059902439026
FDA56OUT017,2060.0330992805743
FDB09OUT013,2060.0330992805743
NCO26OUT027,3029.534256666666
FDQ49OUT018,2486.5657259259247
FDI52OUT027,3474.504146774193
FDZ44OUT027,3029.534256666666
FDZ09OUT018,2859.389066666667
FDY03OUT049,1856.3803121951223
NCG42OUT017,2107.6020054545447
DRI13OUT027,5460.696731707317
FDQ32OUT013,2107.6020054545447
FDW16OUT035,1351.9043193798443
FDU27OUT046,733.7115999999999
FDR28OUT010,378.65671181102374
FDQ49OUT010,378.65671181102374
FDS37OUT046,2063.71607927928
FDW26OUT018,3158.269857142857
FDX12OUT018,3439.955569999999
NCP06OUT013,2486.5657259259247
FDW45OUT010,521.4591517241378
NCN30OUT049,1544.4907649635038
FDN24OUT049,827.9193009009009
NCL41OUT027,1037.4527686746987
FDR02OUT019,285.70951908396955
FDD09OUT010,467.82347027027004
FDS33OUT010,210.78309655172413
FDU22OUT045,1856.3803121951223
FDI53OUT013,2859.389066666667
DRH01OUT049,2719.8978503937
FDX32OUT013,2214.010601652892
NCP30OUT018,504.65910649350656
FDB60OUT045,2979.2655030769233
FDB14OUT049,1407.65785882353
NCP02OUT035,704.8710926829269
FDJ10OUT017,2214.010601652892
FDG34OUT046,1699.860032727272
NCB18OUT017,1351.9043193798443
FDM16OUT049,1152.4914775000002
FDW25OUT018,1193.1402319999997
FDB35OUT010,210.78309655172413
DRN11OUT013,2214.010601652892
FDF41OUT019,585.979170967742
FDH16OUT045,1351.9043193798443
NCQ50OUT018,3192.3530135593214
DRH23OUT018,727.6142736842104
DRJ37OUT013,2311.543634234235
DRJ24OUT027,5333.3477462962965
FDY16OUT035,2874.5142196428574
FDQ27OUT045,1764.1392772277227
FDZ33OUT045,2311.543634234235
FDF29OUT045,2107.6020054545447
FDA08OUT049,2787.4382800000003
FDG31OUT046,1116.2321944444445
FDE34OUT019,467.82347027027004
NCR30OUT027,2459.110745323742
FDV33OUT035,4013.964868055558
DRZ24OUT018,1771.1123971830991
NCL54OUT035,3082.334970833334
FDR12OUT049,3082.334970833334
NCC54OUT046,3641.1101605633803
DRN59OUT013,733.7115999999999
FDX50OUT019,285.70951908396955
FDV31OUT027,4815.193638461539
NCA29OUT027,4203.279433009711
FDW60OUT049,2719.8978503937
FDX08OUT017,3350.7782671755726
DRD49OUT013,4138.302410593348
FDD33OUT046,3641.1101605633803
FDW35OUT013,733.7115999999999
FDJ36OUT017,1662.9490776470589
FDV51OUT035,2787.4382800000003
FDW36OUT046,1764.1392772277227
FDH35OUT046,2787.4382800000003
NCS30OUT027,3474.504146774193
FDN49OUT017,572.3860157303371
FDL08OUT018,3439.955569999999
FDI09OUT013,4138.302410593348
FDP19OUT018,1771.1123971830991
FDU21OUT010,89.83445208333332
NCP41OUT045,1699.860032727272
FDY10OUT013,1715.9242894736844
FDP12OUT018,504.65910649350656
NCN26OUT049,2063.71607927928
FDK44OUT013,2859.389066666667
FDC28OUT049,1699.860032727272
FDJ41OUT027,5626.34512110601
NCT29OUT035,2060.0330992805743
NCH42OUT019,585.979170967742
FDU60OUT018,2449.6058116666673
FDS02OUT045,3684.315266666667
FDC51OUT046,2060.0330992805743
FDU03OUT013,3350.7782671755726
FDX39OUT045,3804.62725652174
NCY05OUT010,89.83445208333332
NCL06OUT027,5626.34512110601
FDD32OUT035,1351.9043193798443
NCN41OUT045,2060.0330992805743
NCX53OUT049,2214.010601652892
FDU57OUT019,409.5740035714286
FDQ23OUT046,1773.1873513513515
FDQ52OUT045,3947.3864092592594
FDC14OUT045,659.2096203124997
FDY09OUT035,2719.8978503937
FDQ28OUT045,2738.246456756756
FDV25OUT046,3482.734311475409
FDJ07OUT035,1732.956345454545
DRB25OUT049,1662.9490776470589
FDK52OUT019,585.979170967742
FDY52OUT027,1731.3603368421054
FDB28OUT046,3321.7858611764714
FDT36OUT035,572.3860157303371
FDV25OUT017,3804.62725652174
NCN07OUT027,3474.504146774193
FDC57OUT017,2841.6705847826083
FDQ03OUT018,3439.955569999999
FDU23OUT017,2642.5602000000013
NCX41OUT035,3804.62725652174
NCD06OUT035,659.2096203124997
FDW08OUT045,1743.63033
NCU29OUT017,2606.5684826446277
NCE06OUT013,2449.6058116666673
FDV52OUT010,246.95041418439726
FDB02OUT017,2719.8978503937
NCR18OUT045,659.2096203124997
FDK16OUT049,1544.4907649635038
NCQ29OUT010,585.979170967742
FDZ01OUT019,285.70951908396955
FDW27OUT035,2311.543634234235
FDD17OUT018,3439.955569999999
FDW39OUT013,2719.8978503937
DRH59OUT045,1152.4914775000002
FDS52OUT013,1544.4907649635038
FDU40OUT027,5333.3477462962965
NCF54OUT013,2449.6058116666673
FDH46OUT045,1662.9490776470589
NCP14OUT049,1662.9490776470589
FDH50OUT049,3350.7782671755726
DRF15OUT010,378.65671181102374
FDV27OUT027,2787.0387999999994
NCJ06OUT049,2063.71607927928
FDN02OUT018,3192.3530135593214
FDQ51OUT049,733.7115999999999
FDQ07OUT017,3804.62725652174
FDS45OUT049,1662.9490776470589
NCJ06OUT045,2060.0330992805743
FDD36OUT035,2063.71607927928
FDY25OUT045,2874.5142196428574
FDU52OUT046,2164.945795833334
DRK47OUT017,4055.2062181818183
NCL30OUT017,2107.6020054545447
FDN22OUT035,3947.3864092592594
NCF30OUT027,3474.504146774193
FDK03OUT035,4270.472904761905
FDT45OUT017,943.9351288135591
NCC54OUT027,5626.34512110601
FDP08OUT018,3158.269857142857
FDU44OUT046,2787.4382800000003
DRG39OUT035,827.9193009009009
FDU32OUT049,2060.0330992805743
FDY27OUT049,3350.7782671755726
NCP54OUT013,2060.0330992805743
NCZ41OUT049,2190.4649282051287
DRL49OUT013,2606.5684826446277
FDI05OUT018,1152.4914775000002
FDY56OUT045,4270.472904761905
DRC13OUT013,1869.7676883720928
NCV29OUT017,3350.7782671755726
FDR24OUT049,1436.6704378378374
FDZ34OUT018,2783.513230476191
FDP37OUT035,2107.6020054545447
FDX08OUT027,4815.193638461539
FDS57OUT045,2214.010601652892
NCG18OUT049,1544.4907649635038
FDK25OUT018,2859.389066666667
FDH53OUT049,1258.2346295652171
DRI59OUT018,3192.3530135593214
FDA52OUT046,2719.8978503937
FDT20OUT010,89.83445208333332
FDE36OUT019,378.65671181102374
FDI24OUT017,2642.5602000000013
FDB28OUT018,3158.269857142857
FDV11OUT017,2719.8978503937
FDP01OUT046,2738.246456756756
FDD34OUT027,4203.279433009711
FDJ50OUT027,1659.8584228571428
FDZ44OUT013,2063.71607927928
DRO59OUT035,1152.4914775000002
DRB48OUT045,733.7115999999999
FDR21OUT018,2548.414092537312
NCE42OUT010,585.979170967742
FDO23OUT046,1351.9043193798443
NCE30OUT018,3158.269857142857
FDQ22OUT035,572.3860157303371
FDY01OUT045,2106.4993655172416
FDS08OUT017,2719.8978503937
FDG28OUT018,3439.955569999999
FDQ51OUT018,504.65910649350656
FDB05OUT017,3947.3864092592594
FDO56OUT049,1856.3803121951223
FDE02OUT018,1193.1402319999997
FDN45OUT017,3804.62725652174
FDS09OUT013,760.5059902439026
NCA54OUT018,2548.414092537312
FDP09OUT010,528.066828282828
